bsn,name,rah,ram,ras,decd,decm,decs,glon,glat,vmag,vmag rank,spectype,specnum
6252,Mu 2Sco,16,52,20,-38,1,3,346.20,3.86,3.57,314,B2IV,1
153,17Zet Cas,0,36,58,53,53,49,120.78,-8.91,3.66,346,B2IV,1
5248,Phi Cen,13,58,16,-42,6,3,315.98,19.07,3.83,421,B2IV,1
779,82Del Cet,2,39,29,0,19,43,170.76,-52.21,4.07,558,B2IV,1
6787,102    Her,18,8,46,20,48,52,47.42,18.42,4.36,769,B2IV,1
8579,6    Lac,22,30,29,43,7,24,97.36,-12.64,4.51,917,B2IV,1
5395,Tau1Lup,14,26,8,-45,13,17,319.92,14.50,4.56,966,B2IV,1
1811,30Psi2Ori,5,26,50,3,5,44,200.09,-17.22,4.59,987,B2IV,1
4603,The2Cru,12,4,19,-63,9,56,297.64,-0.78,4.72,1152,B2IV,1
3359,,8,29,28,-44,43,30,262.57,-3.36,4.99,1591,B2IV,1
6112,5Rho Oph,16,25,35,-23,26,50,353.69,17.69,5.02,1662,B2IV,1
1783,8    Lep,5,23,30,-13,55,38,216.02,-25.67,5.25,2169,B2IV,1
3358,,8,29,5,-47,55,45,265.14,-5.28,5.33,2379,B2IV,1
8725,16    Lac,22,56,24,41,36,14,100.92,-16.30,5.59,3212,B2IV,1
6440,,17,24,1,-62,51,51,328.89,-14.75,5.70,3607,B2IV,1
9005,,23,46,37,66,46,56,116.59,4.71,5.95,4821,B2IV,1
3078,,7,51,40,-42,53,18,257.32,-8.10,6.04,5257,B2IV,1
6719,,18,0,53,6,16,6,32.81,14.09,6.34,7310,B2IV,1
1072,,3,32,39,44,51,20,150.61,-9.18,6.41,7805,B2IV,1
2741,,7,13,47,-31,5,2,243.20,-9.28,6.60,8759,B2IV,1
2537,,6,50,6,-27,20,2,237.51,-12.36,7.04,9057,B2IV,1
3734,Kap Vel,9,22,7,-55,0,39,275.88,-3.54,2.50,93,B2IV-V,1
4798,Alp Mus,12,37,11,-69,8,8,301.66,-6.30,2.69,115,B2IV-V,1
5708,Eps Lup,15,22,41,-44,41,22,329.23,10.32,3.37,253,B2IV-V,1
3659,,9,10,58,-58,58,1,277.69,-7.37,3.44,270,B2IV-V,1
5249,Ups1Cen,13,58,41,-44,48,13,315.29,16.45,3.87,454,B2IV-V,1
5928,5Rho Sco,15,56,53,-29,12,51,344.63,18.27,3.88,461,B2IV-V,1
4898,Mu 1Cru,12,54,36,-57,10,40,303.36,5.69,4.03,539,B2IV-V,1
1765,22    Ori,5,21,46,0,22,57,202.63,-20.03,4.73,1159,B2IV-V,1
2702,,7,8,51,-39,39,21,250.69,-13.83,4.83,1321,B2IV-V,1
3582,,8,56,58,-59,13,46,276.70,-8.90,4.92,1459,B2IV-V,1
1952,,5,40,51,-1,7,44,205.71,-16.19,4.95,1519,B2IV-V,1
2770,,7,16,50,-36,35,34,248.52,-11.12,5.03,1679,B2IV-V,1
1443,Del Cae,4,30,50,-44,57,14,250.37,-43.22,5.07,1753,B2IV-V,1
3283,,8,21,21,-36,29,4,254.95,0.14,5.20,2052,B2IV-V,1
3204,,8,9,36,-44,7,22,260.07,-5.96,5.21,2074,B2IV-V,1
6960,,18,33,58,-33,1,0,1.35,-11.05,5.28,2262,B2IV-V,1
1993,133    Tau,5,47,43,13,53,59,193.17,-7.33,5.29,2275,B2IV-V,1
2031,55    Ori,5,51,22,-7,31,5,212.89,-16.76,5.35,2425,B2IV-V,1
4406,,11,24,11,-72,15,24,296.32,-10.51,5.59,3196,B2IV-V,1
6215,,16,46,21,-58,30,13,329.77,-8.48,5.74,3783,B2IV-V,1
2954,,7,38,44,-36,29,49,250.46,-7.16,5.80,4075,B2IV-V,1
6684,,17,56,18,0,40,13,27.16,12.55,5.82,4174,B2IV-V,1
3250,,8,14,24,-45,50,4,261.98,-6.17,5.83,4196,B2IV-V,1
2856,,7,26,42,-34,8,27,247.20,-8.22,5.90,4514,B2IV-V,1
3023,,7,47,13,-22,31,11,239.19,1.34,5.90,4516,B2IV-V,1
1924,,5,39,18,29,12,55,179.04,-1.03,5.96,4834,B2IV-V,1
3157,,8,1,23,-54,30,54,268.39,-12.48,6.10,5599,B2IV-V,1
3241,,8,13,59,-36,20,28,254.00,-1.01,6.11,5673,B2IV-V,1
3629,,9,6,34,-55,48,12,274.93,-5.68,6.11,5677,B2IV-V,1
1913,,5,37,19,8,57,7,196.20,-12.03,6.12,5735,B2IV-V,1
4403,,11,24,22,-42,40,9,286.33,17.38,6.12,5761,B2IV-V,1
4038,,10,15,17,-54,58,27,281.73,1.34,6.16,6026,B2IV-V,1
8733,,22,57,41,39,18,32,100.07,-18.46,6.18,6191,B2IV-V,1
1923,,5,37,53,-4,48,49,208.78,-18.54,6.19,6211,B2IV-V,1
3074,,7,51,21,-43,5,44,257.47,-8.26,6.32,7116,B2IV-V,1
3142,,7,59,12,-49,58,36,264.20,-10.51,6.32,7117,B2IV-V,1
1840,,5,30,21,-7,26,5,210.38,-21.39,6.33,7188,B2IV-V,1
2743,,7,13,57,-30,20,24,242.54,-8.92,6.33,7195,B2IV-V,1
3143,,7,59,13,-49,58,25,264.20,-10.51,6.34,7286,B2IV-V,1
3935,,9,56,22,-51,20,10,277.30,2.61,6.37,7514,B2IV-V,1
3501,,8,48,9,-42,27,50,262.83,0.70,6.43,7947,B2IV-V,1
2774,,7,17,48,-26,47,51,239.73,-6.57,6.46,8149,B2IV-V,1
2633,,7,1,55,5,33,27,209.17,4.86,6.59,8726,B2IV-V,1
2824,,7,23,54,-30,13,1,243.41,-6.94,6.60,8761,B2IV-V,1
2688,,7,7,0,-26,39,28,238.52,-8.66,6.62,8801,B2IV-V,1
7200,,19,1,23,20,50,1,52.67,7.25,6.69,8915,B2IV-V,1
5193,Mu  Cen,13,49,37,-42,28,26,314.24,19.12,3.04,184,B2IV-Ve,1
2749,28Ome CMa,7,14,49,-26,46,22,239.41,-7.15,3.85,436,B2IV-Ve,1
8520,31    Peg,22,21,31,12,12,19,75.27,-36.43,5.01,1649,B2IV-Ve,1
1858,120    Tau,5,33,32,18,32,25,187.39,-7.84,5.69,3537,B2IV-Ve,1
7927,,20,42,22,35,27,22,76.64,-4.18,6.66,8878,B2IV-Ve,1
2628,,7,0,19,-22,7,10,233.72,-8.03,6.53,8498,B2IV-Vne,1
6118,7Chi Oph,16,27,1,-18,27,23,357.93,20.68,4.42,824,B2IV:pe,1
6527,35Lam Sco,17,33,37,-37,6,14,351.74,-2.21,1.63,25,B2IV+B,1
2733,,7,13,48,-22,54,23,235.84,-5.60,6.36,7428,B2IV+G5IV,1
3642,,9,5,38,-70,32,20,286.19,-15.43,4.71,1137,B2IVe,1
2397,,6,32,39,-32,1,50,240.46,-17.68,5.69,3539,B2IVe,1
2690,,7,7,23,-23,50,25,236.01,-7.34,5.71,3635,B2IVe,1
7335,,19,19,4,33,23,20,65.80,9.30,6.60,8770,B2IVe,1
4621,Del Cen,12,8,22,-50,43,21,296.00,11.57,2.60,100,B2IVne,1
1679,69Lam Eri,5,9,9,-8,45,15,209.14,-26.69,4.27,681,B2IVne,1
2790,,7,18,38,-36,44,34,248.82,-10.86,5.11,1840,B2IVne,1
6304,,17,1,47,-58,57,30,330.66,-10.33,6.11,5698,B2IVne,1
6929,,18,29,22,-25,15,23,7.95,-6.73,6.59,8743,B2IVpe,1
4009,,10,11,47,-58,3,38,283.08,-1.48,5.72,3691,B2IVpne,1
3147,,7,58,51,-60,49,28,273.93,-15.80,5.81,4117,B2IVpne,1
7763,34    Cyg,20,17,47,38,1,59,75.83,1.32,4.81,1282,B2pe,1
4743,Sig Cen,12,28,2,-50,13,50,299.10,12.47,3.91,475,B2V,1
5285,Chi Cen,14,6,3,-41,10,47,317.73,19.54,4.36,768,B2V,1
6028,13    Sco,16,12,18,-27,55,35,348.12,16.84,4.59,992,B2V,1
6141,22    Sco,16,30,12,-25,6,54,353.10,15.80,4.79,1247,B2V,1
179,19Xi  Cas,0,42,4,50,30,45,121.41,-12.33,4.80,1254,B2V,1
5985,8Bet2Sco,16,5,27,-19,48,7,353.20,23.60,4.92,1465,B2V,1
2205,,6,11,52,-6,33,1,214.32,-11.77,5.05,1716,B2V,1
2344,10    Mon,6,27,58,-4,45,44,214.52,-7.39,5.06,1737,B2V,1
7929,51    Cyg,20,42,13,50,20,24,88.37,4.99,5.39,2558,B2V,1
3091,,7,54,11,-35,52,39,251.48,-4.14,5.49,2829,B2V,1
1659,103    Tau,5,8,7,24,15,55,179.25,-9.56,5.50,2856,B2V,1
2266,,6,18,14,-19,58,1,227.52,-16.05,5.52,2931,B2V,1
4329,,11,6,50,-70,52,41,294.51,-9.74,5.57,3112,B2V,1
2640,,7,1,6,-25,12,55,236.62,-9.23,5.63,3321,B2V,1
6946,,18,31,26,-10,47,45,21.06,-0.53,5.72,3700,B2V,1
2873,,7,29,5,-31,27,23,245.04,-6.54,5.77,3904,B2V,1
1833,,5,29,55,1,47,21,201.67,-17.19,5.78,3957,B2V,1
2052,57    Ori,5,54,57,19,44,59,188.98,-2.88,5.92,4615,B2V,1
2718,26    CMa,7,12,12,-25,56,33,238.40,-7.30,5.92,4620,B2V,1
6113,5Rho Oph,16,25,35,-23,26,46,353.69,17.69,5.92,4636,B2V,1
8553,,22,27,27,39,48,35,95.04,-15.14,6.14,5921,B2V,1
1848,,5,31,21,-6,42,30,209.80,-20.85,6.22,6417,B2V,1
8427,,22,5,51,48,13,54,96.64,-6.01,6.27,6800,B2V,1
8341,,21,49,27,20,27,45,75.35,-25.15,6.29,6921,B2V,1
2847,,7,25,43,-31,44,19,244.96,-7.30,6.31,7034,B2V,1
2544,,6,50,37,-25,46,41,236.11,-11.61,6.33,7194,B2V,1
8768,,23,2,45,44,3,32,103.11,-14.59,6.39,7718,B2V,1
8803,,23,7,10,59,43,39,110.13,-0.53,6.40,7794,B2V,1
1820,,5,28,2,1,17,54,201.88,-17.84,6.41,7815,B2V,1
4022,,10,13,21,-61,39,32,285.30,-4.33,6.41,7833,B2V,1
8384,,21,57,11,66,9,22,106.55,9.00,6.43,7984,B2V,1
7777,,20,18,50,46,19,22,82.82,5.80,6.45,8118,B2V,1
8549,,22,26,46,37,26,38,93.58,-17.05,6.46,8182,B2V,1
3025,,7,46,33,-40,3,35,254.36,-7.54,6.57,8662,B2V,1
1871,,5,33,58,1,24,28,202.53,-16.49,6.59,8719,B2V,1
2695,,7,8,49,-24,2,39,236.34,-7.13,6.65,8849,B2V,1
8800,,23,7,18,46,4,5,104.71,-13.09,6.66,8883,B2V,1
6941,,18,30,5,4,3,55,34.13,6.60,6.69,8913,B2V,1
38,,0,12,50,37,41,36,114.55,-24.55,6.73,8952,B2V,1
8777,,23,3,24,60,26,43,109.99,0.32,6.74,8969,B2V,1
3107,,7,56,24,-40,44,11,255.89,-6.26,6.78,8994,B2V,1
1851,34Del Ori,5,32,1,0,17,4,203.84,-17.73,6.85,9019,B2V,1
2370,,6,31,10,11,15,3,200.62,0.68,6.14,5878,B2V:nne,1
2787,,7,18,18,-36,44,3,248.78,-10.91,4.66,1075,B2V+B3IVne,1
6622,,17,50,28,-53,36,44,338.94,-13.20,5.92,4639,B2V+B3V,1
6712,66    Oph,18,0,16,4,22,7,30.99,13.37,4.64,1050,B2Ve,1
3330,,8,25,31,-51,43,41,267.94,-7.93,5.17,1989,B2Ve,1
7249,,19,8,17,-19,17,24,17.35,-12.26,5.54,3014,B2Ve,1
2921,,7,36,4,-14,29,34,230.91,3.02,5.70,3588,B2Ve,1
8603,8    Lac,22,35,52,39,38,3,96.38,-16.15,5.73,3747,B2Ve,1
1660,105    Tau,5,7,56,21,42,17,181.34,-11.09,5.89,4454,B2Ve,1
1508,56    Eri,4,44,5,-8,30,13,205.72,-32.12,5.90,4506,B2Ve,1
2817,,7,24,28,15,31,2,202.53,14.19,6.41,7822,B2Ve,1
2142,,6,4,14,-6,42,33,213.60,-13.54,5.21,2071,B2Ven,1
7807,,20,23,44,37,28,35,76.04,0.04,5.90,4536,B2Ven,1
496,Phi Per,1,43,40,50,41,19,131.32,-11.33,4.07,557,B2Vep,1
5764,35Zet4Lib,15,32,55,-16,51,10,349.32,31.11,5.50,2878,B2Vn,1
3356,,8,29,8,-44,9,38,262.08,-3.08,5.79,4022,B2Vn,1
7355,,19,24,30,-27,51,56,10.68,-19.04,6.04,5284,B2Vn,1
1798,113    Tau,5,26,6,16,42,1,188.00,-10.32,6.25,6605,B2Vn,1
6510,Alp Ara,17,31,51,-49,52,34,340.76,-8.83,2.95,164,B2Vne,1
8146,66Ups Cyg,21,17,55,34,53,49,80.98,-10.05,4.43,834,B2Vne,1
5206,,13,51,47,-46,53,57,313.53,14.73,5.77,3918,B2Vp,1
1932,,5,38,47,-2,35,39,206.82,-17.32,6.65,8845,B2Vp,1
7173,,18,59,18,10,8,27,42.85,2.88,6.75,8976,B2Vp,1
7342,46Ups Sgr,19,21,44,-15,57,18,21.84,-13.77,4.61,1016,B2Vpe+A2IaShell,1
2972,,7,40,43,-27,56,45,243.17,-2.63,6.76,8981,B3-5IV-V:,1
2358,11Bet Mon,6,28,50,-7,2,4,216.66,-8.21,5.60,3223,B3e,1
7977,55    Cyg,20,48,56,46,6,51,85.75,1.49,4.84,1348,B3Ia,1
3494,,8,46,31,-45,54,46,265.33,-1.69,5.46,2730,B3Ia,1
9097,,0,3,26,63,38,31,117.63,1.26,6.24,6583,B3Ia,1
2653,24Omi2CMa,7,3,2,-23,50,0,235.55,-8.23,3.02,180,B3Iab,1
2240,9    Gem,6,16,59,23,44,27,187.99,3.53,6.25,6609,B3Ib,1
2596,20Iot CMa,6,56,8,-17,3,15,228.70,-6.68,4.37,781,B3II,1
2595,,6,55,47,-22,56,29,234.01,-9.33,5.30,2305,B3II-III,1
2517,,6,49,4,1,0,7,211.77,-0.07,6.15,5952,B3II-III,1
542,45Eps Cas,1,54,24,63,40,12,129.84,1.65,3.38,254,B3III,1
3663,,9,11,17,-62,19,2,280.22,-9.61,3.97,504,B3III,1
8335,81Pi 2Cyg,21,46,48,49,18,34,94.83,-3.22,4.23,654,B3III,1
6938,Del2Tel,18,32,2,-45,45,26,349.23,-15.91,5.07,1766,B3III,1
8385,18    Peg,22,0,8,6,43,3,65.80,-36.51,6.00,5077,B3III,1
3168,14    Pup,8,4,42,-19,43,41,238.90,6.28,6.13,5806,B3III,1
7471,,19,38,49,3,22,54,41.43,-8.94,6.35,7399,B3III,1
7996,,20,52,0,32,50,57,75.83,-7.36,6.44,8041,B3III,1
7516,,19,45,52,-2,53,0,36.61,-13.42,6.48,8282,B3III,1
2213,,6,12,46,-17,45,47,224.88,-16.35,6.52,8463,B3III,1
6773,,18,8,54,-25,28,21,5.59,-2.74,6.61,8791,B3III,1
2823,,7,23,32,-32,12,8,245.16,-7.93,5.39,2538,B3III-IV,1
1567,8Pi 5Ori,4,54,15,2,26,26,196.27,-24.56,3.72,367,B3III+B0V,1
2212,Del Pic,6,10,18,-54,58,7,263.30,-27.68,4.81,1270,B3III+O9V,1
4074,,10,20,55,-56,2,35,282.99,0.89,4.50,897,B3IIIe,1
1934,47Ome Ori,5,39,11,4,7,17,200.73,-14.03,4.57,968,B3IIIe,1
2745,27    CMa,7,14,15,-26,21,9,238.97,-7.07,4.66,1074,B3IIIe,1
6819,,18,17,8,-56,1,24,338.39,-17.69,5.33,2392,B3IIIep,1
6897,Alp Tel,18,26,58,-45,58,6,348.67,-15.18,3.51,288,B3IV,1
3447,,8,40,18,-52,55,19,270.25,-6.80,3.62,332,B3IV,1
6588,85Iot Her,17,39,28,46,0,23,72.32,31.27,3.80,409,B3IV,1
1320,49Mu  Tau,4,15,32,8,53,32,184.21,-28.85,4.29,701,B3IV,1
7623,The1Sgr,19,59,44,-35,16,35,5.52,-28.47,4.37,785,B3IV,1
2199,70Xi  Ori,6,11,56,14,12,32,195.81,-2.06,4.48,874,B3IV,1
8301,80Pi 1Cyg,21,42,6,51,11,23,95.48,-1.30,4.67,1094,B3IV,1
7426,8    Cyg,19,31,46,34,27,11,67.97,7.44,4.74,1179,B3IV,1
5651,,15,12,50,-44,30,2,327.83,11.43,4.82,1300,B3IV,1
4222,,10,46,51,-64,23,0,289.97,-4.69,4.85,1354,B3IV,1
1946,126    Tau,5,41,18,16,32,2,190.09,-7.31,4.86,1368,B3IV,1
3467,,8,42,26,-53,6,50,270.60,-6.66,4.86,1371,B3IV,1
3990,,10,8,56,-51,48,40,279.15,3.40,4.86,1372,B3IV,1
8926,,23,30,2,58,32,56,112.47,-2.66,4.91,1457,B3IV,1
7372,2    Cyg,19,24,8,29,37,17,62.90,6.63,4.97,1562,B3IV,1
1928,125    Tau,5,39,44,25,53,49,181.90,-2.71,5.18,2009,B3IV,1
6738,96    Her,18,2,23,20,50,1,46.83,19.81,5.28,2261,B3IV,1
4415,,11,26,35,-61,6,55,292.87,0.09,5.30,2309,B3IV,1
4625,,12,8,55,-41,13,53,294.39,20.93,5.48,2803,B3IV,1
4173,,10,38,3,-57,15,23,285.63,1.07,5.91,4566,B3IV,1
7100,8Nu 1Lyr,18,49,46,32,48,46,62.64,14.63,5.91,4593,B3IV,1
6692,,17,58,39,-28,45,33,1.61,-2.37,6.01,5121,B3IV,1
5668,,15,16,11,-43,29,5,328.90,11.97,6.04,5271,B3IV,1
9011,,23,47,33,46,49,57,111.71,-14.64,6.07,5474,B3IV,1
3941,,9,57,11,-52,38,20,278.20,1.66,6.12,5754,B3IV,1
3562,,8,55,19,-45,2,30,265.64,0.05,6.26,6688,B3IV,1
5063,,13,27,21,-49,22,51,308.92,13.07,6.28,6831,B3IV,1
8176,,21,33,54,-82,40,59,309.46,-31.74,6.38,7633,B3IV,1
1900,,5,35,36,-3,15,10,207.04,-18.33,6.40,7731,B3IV,1
7862,,20,34,10,20,59,7,63.81,-11.35,6.48,8287,B3IV,1
3016,,7,45,5,-37,53,16,252.31,-6.73,6.54,8548,B3IV,1
1731,,5,16,48,-17,8,30,218.64,-28.40,6.56,8613,B3IV,1
2232,,6,15,47,4,17,1,205.02,-5.94,6.64,8836,B3IV,1
8690,14    Lac,22,50,22,41,57,13,100.04,-15.47,5.92,4647,B3IV:,1
8171,6    Cep,21,19,22,64,52,19,102.74,10.69,5.18,2023,B3IVe,1
7647,25    Cyg,19,59,55,37,2,34,73.07,3.76,5.19,2038,B3IVe,1
5730,Kap1Aps,15,31,31,-73,23,22,313.85,-14.01,5.49,2831,B3IVe,1
2577,,6,54,42,-1,45,23,214.87,-0.08,6.21,6352,B3IVe+K2II,1
3117,Chi Car,7,56,47,-52,58,56,266.68,-12.32,3.47,279,B3IVp,1
5781,,15,35,53,-44,57,31,331.02,8.76,4.54,950,B3IVp,1
7081,,18,47,58,31,45,25,61.48,14.57,6.06,5412,B3IVp,1
1962,,5,41,42,-16,43,32,220.74,-22.74,6.21,6349,B3IVp,1
7347,,19,22,21,-8,12,4,29.07,-10.57,6.31,7075,B3IVp,1
2357,11Bet Mon,6,28,50,-7,2,4,216.66,-8.21,5.40,2569,B3ne,1
5191,85Eta UMa,13,47,32,49,18,48,100.69,65.32,1.86,39,B3V,1
1641,10Eta Aur,5,6,31,41,14,4,165.35,0.27,3.17,205,B3V,1
4638,Rho Cen,12,11,39,-52,22,7,296.78,10.03,3.96,498,B3V,1
5471,,14,41,58,-37,47,37,325.90,20.10,4.00,518,B3V,1
6027,14Nu  Sco,16,11,60,-19,27,38,354.61,22.70,4.01,523,B3V,1
5626,Lam Lup,15,8,51,-45,16,47,326.80,11.13,4.05,553,B3V,1
1497,94Tau Tau,4,42,15,22,57,25,176.64,-15.07,4.28,692,B3V,1
3454,7Eta Hya,8,43,14,3,23,55,223.25,26.32,4.30,715,B3V,1
2159,67Nu  Ori,6,7,34,14,46,6,194.81,-2.72,4.42,820,B3V,1
5035,,13,22,38,-60,59,18,306.71,1.65,4.53,934,B3V,1
5885,1    Sco,15,50,59,-25,45,5,346.10,21.71,4.64,1049,B3V,1
4848,,12,46,23,-56,29,20,302.23,6.38,4.65,1062,B3V,1
801,35    Ari,2,43,27,27,42,26,151.29,-28.93,4.66,1071,B3V,1
1044,34    Per,3,29,22,49,30,32,147.45,-5.70,4.67,1088,B3V,1
1617,65Psi Eri,5,1,26,-7,10,26,206.59,-27.69,4.81,1269,B3V,1
3159,,8,0,20,-63,34,3,276.55,-16.92,4.82,1291,B3V,1
2619,,6,58,25,-34,6,42,244.61,-13.49,5.06,1738,B3V,1
7688,17    Vul,20,6,53,23,36,52,62.48,-4.65,5.07,1767,B3V,1
987,29    Per,3,18,38,50,13,20,145.60,-6.06,5.15,1932,B3V,1
9006,Sig Phe,23,47,16,-50,13,36,326.59,-63.85,5.18,2025,B3V,1
1749,20Rho Aur,5,21,48,41,48,16,166.56,2.93,5.23,2116,B3V,1
8215,70    Cyg,21,27,21,37,7,0,83.94,-9.86,5.31,2345,B3V,1
1253,40    Tau,4,3,45,5,26,8,185.31,-33.28,5.33,2371,B3V,1
7279,20    Aql,19,12,41,-7,56,22,28.23,-8.31,5.34,2413,B3V,1
1153,29    Tau,3,45,40,6,3,0,181.28,-36.39,5.35,2421,B3V,1
2756,,7,15,21,-30,41,11,242.99,-8.80,5.36,2457,B3V,1
5595,,15,2,59,-32,38,36,332.60,22.54,5.44,2673,B3V,1
3326,,8,25,52,-42,9,12,260.10,-2.40,5.47,2765,B3V,1
1415,,4,28,32,1,22,51,193.42,-30.57,5.55,3027,B3V,1
4573,,11,57,40,-62,26,56,296.76,-0.22,5.57,3115,B3V,1
2616,,6,58,36,-25,24,50,236.55,-9.82,5.59,3188,B3V,1
7316,,19,19,40,-35,25,17,2.76,-20.69,5.59,3207,B3V,1
1864,35    Ori,5,33,54,14,18,20,191.08,-9.99,5.64,3353,B3V,1
1764,,5,21,32,0,24,59,202.64,-20.09,5.68,3505,B3V,1
3925,,9,54,18,-45,17,2,273.25,7.14,5.71,3641,B3V,1
6214,,16,44,43,-40,50,23,343.08,3.18,5.71,3654,B3V,1
3343,,8,27,59,-35,6,50,254.60,2.03,5.75,3809,B3V,1
2691,,7,7,7,-40,53,36,251.72,-14.63,5.79,4019,B3V,1
3227,,8,11,11,-48,27,43,263.91,-8.05,5.82,4164,B3V,1
5934,,15,57,40,-20,58,59,350.88,24.09,5.85,4293,B3V,1
2726,,7,12,26,-36,32,40,248.09,-11.89,5.96,4841,B3V,1
7899,,20,39,5,15,50,17,60.16,-15.25,5.97,4916,B3V,1
3322,,8,24,57,-42,46,10,260.50,-2.89,5.98,4948,B3V,1
3943,,9,57,43,-48,24,52,275.67,5.04,6.05,5326,B3V,1
4425,,11,28,18,-72,28,28,296.69,-10.62,6.09,5541,B3V,1
2089,,5,54,41,-49,37,37,256.89,-29.25,6.10,5594,B3V,1
2410,,6,31,11,-61,52,47,271.43,-26.05,6.15,5950,B3V,1
3949,,9,56,60,-69,6,7,288.40,-11.31,6.20,6292,B3V,1
7179,,18,58,47,40,40,45,70.88,16.00,6.22,6461,B3V,1
8808,,23,7,48,63,38,0,111.73,3.04,6.26,6721,B3V,1
5684,,15,20,41,-67,28,53,316.51,-8.63,6.28,6838,B3V,1
8606,,22,35,53,50,4,16,101.79,-7.15,6.29,6925,B3V,1
7700,,20,8,38,10,43,33,51.62,-11.78,6.31,7077,B3V,1
2680,,7,6,1,-30,39,20,242.08,-10.59,6.34,7280,B3V,1
1378,62    Tau,4,23,60,24,18,4,172.76,-17.39,6.36,7419,B3V,1
1753,,5,19,18,-18,31,12,220.34,-28.36,6.36,7421,B3V,1
2598,,6,55,55,-31,47,24,242.21,-13.03,6.36,7427,B3V,1
2870,,7,28,51,-31,50,54,245.36,-6.76,6.38,7584,B3V,1
2292,,6,23,19,3,45,52,206.36,-4.52,6.40,7733,B3V,1
2621,,6,58,44,-30,59,52,241.72,-12.16,6.42,7888,B3V,1
7258,,19,6,17,41,24,50,72.15,14.98,6.49,8345,B3V,1
6924,,18,26,41,26,26,58,54.53,16.80,6.53,8520,B3V,1
302,,1,4,47,51,0,36,125.08,-11.81,6.54,8532,B3V,1
1906,,5,36,15,-5,38,53,209.37,-19.28,6.54,8538,B3V,1
2161,,6,6,52,-11,10,25,218.04,-14.90,6.66,8869,B3V,1
6833,,18,17,36,-34,6,26,358.83,-8.47,6.16,6045,B3V+A,1
939,The Hyi,3,2,15,-71,54,9,289.93,-41.76,5.53,2957,B3V+A0IV,1
1239,35Lam Tau,4,0,41,12,29,25,178.37,-29.38,3.47,277,B3V+A4IV,1
7474,44Sig Aql,19,39,12,5,23,52,43.27,-8.07,5.17,2000,B3V+B3V,1
3415,,8,35,15,-58,13,30,274.14,-10.52,5.26,2204,B3V+B3Vn,1
1174,30    Tau,3,48,16,11,8,36,177.17,-32.53,5.07,1752,B3V+F5V,1
1273,48    Per,4,8,40,47,42,45,153.65,-3.04,4.04,543,B3Ve,1
2356,11Bet Mon,6,28,49,-7,1,58,216.66,-8.21,4.60,999,B3Ve,1
7739,,20,15,16,25,35,31,65.19,-5.17,4.78,1233,B3Ve,1
8356,16    Peg,21,53,4,25,55,30,80.10,-21.75,5.08,1788,B3Ve,1
6873,,18,21,29,5,26,9,34.39,9.13,6.13,5837,B3Ve,1
7403,,19,27,37,37,56,28,70.71,9.79,6.34,7318,B3Ve,1
4732,,12,26,32,-51,27,3,298.98,11.23,4.82,1296,B3Vn,1
3539,,8,52,39,-48,21,33,267.89,-2.43,5.91,4561,B3Vn,1
5539,Zet Cir,14,54,42,-65,59,29,315.03,-6.06,6.09,5548,B3Vn,1
6741,97    Her,18,2,30,22,55,23,48.91,20.57,6.21,6386,B3Vn,1
8064,,21,2,49,45,50,56,87.11,-0.52,6.48,8289,B3Vn,1
4537,,11,49,41,-63,47,18,296.18,-1.73,4.32,726,B3Vne,1
3498,,8,46,43,-56,46,11,273.90,-8.41,4.49,887,B3Vne,1
2911,,7,33,51,-36,20,18,249.85,-7.95,5.54,2997,B3Vne,1
6274,,16,56,9,-50,40,30,336.78,-4.64,6.33,7235,B3Vnep,1
3179,,8,5,20,-46,58,44,262.12,-8.10,6.19,6220,B3Vnp,1
472,Alp Eri,1,37,43,-57,14,12,290.84,-58.79,0.46,9,B3Vpe,1
8758,,23,0,55,38,42,29,100.39,-19.28,6.54,8575,B3Vpe,1
6450,,17,22,39,-37,48,18,349.95,-0.79,6.41,7849,B4Ia,1
9091,Zet Scl,0,2,20,-29,43,13,16.55,-78.90,5.01,1650,B4III,1
2625,,7,0,8,-20,9,32,231.93,-7.21,6.31,7031,B4III,1
7093,,18,53,12,-51,55,52,344.37,-21.30,6.31,7068,B4III,1
7396,,19,27,34,14,16,57,49.73,-1.31,6.32,7160,B4III,1
7861,,20,32,52,43,11,30,81.69,1.96,6.60,8773,B4III,1
2759,,7,14,57,-41,25,33,252.84,-13.49,5.94,4730,B4III-IV,1
8731,,22,57,5,48,41,3,104.22,-9.99,5.43,2660,B4IIIep,1
1910,123Zet Tau,5,37,39,21,8,33,185.69,-5.64,3.00,172,B4IIIpe,1
5221,4    Cen,13,53,13,-31,55,40,317.93,29.14,4.73,1162,B4IV,1
7306,1    Vul,19,16,13,21,23,25,54.74,4.41,4.77,1222,B4IV,1
1350,53    Per,4,21,33,46,29,56,156.08,-2.40,4.85,1352,B4IV,1
4729,,12,26,31,-63,7,21,300.12,-0.39,4.86,1373,B4IV,1
3817,,9,33,45,-49,0,18,273.03,2.04,5.12,1867,B4IV,1
2490,42    Cam,6,50,57,67,34,19,147.80,24.88,5.14,1910,B4IV,1
3442,,8,39,58,-53,3,18,270.33,-6.92,5.19,2035,B4IV,1
4648,,12,13,25,-38,55,45,294.89,23.35,5.76,3870,B4IV,1
2271,,6,18,59,-20,55,34,228.51,-16.27,5.81,4115,B4IV,1
